,Country,FormalEducationPercent,CO2,EnergyUse,GDP,Inequality,LifeExpectancy,SolarAndWindElectricity,GreenhouseGasEmissions,SchoolingYears
219,Northern America,,,,,,0.8653136531365314,,,
220,Northern Ireland,,,,,,0.6031329293770162,,,
221,Northern Mariana Islands,,,0.0,,,0.8486184373774325,,,
222,Norway,0.8689655172413792,0.16681764533931326,0.44537232607997806,0.5907453756078836,0.06369938300289446,0.9386741481297677,0.7251011715567892,0.15695594805705793,0.851093746800398
223,Oceania,0.8471787931034482,,0.18489428544248596,,,0.8554001808998567,0.4313510748125129,0.15670529263228708,
224,Oceania (WID),,,,,0.5755017704104233,,,,
225,Oman,,0.3968428946325368,0.4082269131627807,0.3189792850152291,0.8251061390135387,0.8730919467546087,0.015252073475802125,0.34684872271949774,0.6070158885806292
226,Other East Asia (WID),,,,,0.47478222357681193,,,,
227,Other Latin America (WID),,,,,0.8345904926200668,,,,
228,Other MENA (WID),,,,,0.9554484453618275,,,,
229,Other North America and Oceania (WID),,,,,,,,,
230,Other Russia and Central Asia (WID),,,,,0.6194314747295739,,,,
231,Other South & South-East Asia (WID),,,,,0.7432215828995347,,,,
232,Other Sub-Saharan Africa (WID),,,,,0.7673252014595462,,,,
233,Other Western Europe (WID),,,,,0.37445331880264277,,,,
234,Pacific Islands (Palau),,0.09332183942260823,,,,,,,
235,Pakistan,0.46034482758620676,0.019588485067760113,0.017170293050411012,0.03321783207569563,0.5422278058801914,0.6253251794990835,0.004745623813652814,0.012151870402146294,0.2708390804393971
236,Palau,,0.28903041267931634,,,,0.6577430741769458,,0.231843378829472,0.6114701118366883
237,Palestine,,,0.017629431575357665,0.028125976507833435,0.696909304015214,0.5757237995373445,0.01049414221605391,,0.5506651797194467
238,Panama,0.9310344827586207,0.07365283343945818,0.11931825966377611,0.15453926121225595,0.7805431769612353,0.8643511218192442,0.070222507900236,0.04926616030619397,0.4029839345514941
239,Papua New Guinea,0.4017241379310345,0.01891236760882554,0.009360897970029754,,0.7305225884912152,0.5950084446614532,0.0,0.011562023297891681,0.3575487172006725
240,Paraguay,0.9482758620689655,0.02784711392850325,0.0695721216608538,0.054964789197612954,0.7805431769612353,0.7492996133865895,0.0,0.020865163288905187,0.44971048538767755
241,Peru,0.9741379310344828,0.03817531811865205,0.04412047274369063,0.08188858942938457,0.8578640924280444,0.8272586467730187,0.0242861820314068,0.028512496277198606,0.6058143937944038
242,Philippines,0.9706896551724138,0.030926275988888394,0.0228875290139647,0.052325679341526196,0.6741505228319394,0.669023300862076,0.008362353030686628,0.020504380848443755,0.49834424892226553
243,Poland,0.9982758620689653,0.16552949849695855,0.12286339211081128,0.21451838942422488,0.3642188208428261,0.8451245087288185,0.2257397493700144,0.11984731350713705,0.8643220686346166
244,Portugal,0.9603448275862067,0.08528319933682692,0.11333257746630492,0.19112044480623178,0.3790867539244598,0.9197056775339987,0.45571231990807004,0.058637270557012004,0.8582759402102103
245,Puerto Rico,,,0.10657766097300717,0.23344668393344475,,0.9063042799625395,0.035492808128880435,,
246,Qatar,0.9586206896551723,1.0,1.0,1.0,0.8054994491028968,0.919867767007388,0.0009658277702641546,1.0,0.6195766190321375
247,Reunion,0.8758620689655172,,0.0,,,0.9434647925654962,0.07331967326014438,,
248,Romania,0.9844827586206896,0.08052934308924431,0.078548780269543,0.17231404856049634,0.4346360907768267,0.7911987417054215,0.12661010154541605,0.06233886989115906,0.5810134823478506
249,Russia,0.9844827586206896,0.2951289682139109,0.2652677440005332,0.1671934128604129,0.6246741602652586,0.7354879893701324,0.009735480291059256,0.23071704901954943,0.8194360939215941
250,Russia and Central Asia (WID),,,,,0.6749616192264114,,,,
251,Rwanda,0.45172413793103433,0.0025653306329638825,0.002077847441758932,0.010780254085895384,0.7463628292538027,0.6280506839775557,0.00038087105266955174,0.0014479904805592774,0.16209137628059975
252,Ryukyu Islands,,,,,,,,,
253,Saint Barthelemy,,,,,,0.9583309987112886,,,
254,Saint Helena,,0.04911428401600202,0.043992109065616986,,,0.8081841176329334,0.0,,
255,Saint Kitts and Nevis,,0.11477040458684695,0.0921354136956934,,,0.7152888394393706,0.055023458683307123,0.08209513322751033,0.5912486264927186
256,Saint Lucia,,0.06660542225496686,0.05995091595831317,0.06633545867699686,,0.7263369379897703,0.0,0.042785236376634714,0.5914917255437452
257,Saint Martin (French part),,,,,,0.8769600819652448,,,
258,Saint Pierre and Miquelon,,0.2234531932153593,0.2573884033011405,,,0.8076017961914977,0.0,,
259,Saint Vincent and the Grenadines,,0.053693013141482906,0.036347906343843266,,,0.6969867366786465,0.0,0.03767409487198283,0.5189344604204198
260,Samoa,,0.026715595525647576,0.032189395297266894,,,0.706353907356861,0.023594348297759863,0.016728240089309183,0.475041689342398
261,San Marino,,,,,,0.9866686410898815,,,
262,Sao Tome and Principe,,0.016824903959441122,0.014592364320619397,0.021236788221511475,0.4605266458856731,0.6667320360839183,0.0,0.01128937221175655,
263,Saudi Arabia,0.8879310344827587,0.4677718440097181,0.38439303275158315,0.35618790376023407,0.7787689753165383,0.847109604501685,0.04096685508297707,0.38054233906707025,0.5356640685441839
264,Scotland,,,,,,0.5855232088112637,,,
265,Senegal,0.2775862068965517,0.015727683240954166,0.011043574352938002,0.013893942668590108,0.629582610816897,0.6460146000592328,0.023938193853229425,0.008866451832116531,0.24812570018843405
266,Serbia,0.9810344827586206,0.13909063199481436,0.12184763995361468,0.11106393694157267,0.3920267215188538,0.8078319232216183,0.03486319244305861,0.09787692823355318,0.7114410964541233
267,Serbia and Montenegro,,,0.10785683220183977,,,,,,
268,Seychelles,,0.12014995295043188,0.20248683191177724,0.20500794223286326,0.722230275911598,0.7296427628050683,0.22039634326312213,0.07028572462760632,0.7065591282321897
269,Sierra Leone,0.3965517241379311,0.003288586866855591,0.0021714914317388155,0.007364006623011102,0.600095435281611,0.5079964140205394,0.0003048638430893104,0.0028042178711793547,0.24967081456406268
270,Singapore,0.9396551724137931,0.19223380231406312,0.7065401512186636,0.5365899031125195,0.27909154413840154,0.9472468802779134,0.0406444782302422,0.13959325998163818,1.0
271,Sint Maarten (Dutch part),,0.3678844277432537,,,,0.7998615235610056,,,
272,Slovakia,0.996551724137931,0.12451975025463859,0.14196633987760773,0.18120777574827893,0.14757672661619042,0.8392912887914128,0.02761558219065772,0.09564080180076603,0.7158888144418013
273,Slovenia,0.9931034482758619,0.12546236142538267,0.1506295899195081,0.2159005896003154,0.26577580687261376,0.9045673211612809,0.08664046678621416,0.08624861611673508,0.86401622674145
274,Small Island Developing States (SIDS),,,,,,0.726911255012767,,,
275,Solomon Islands,,0.009601332731484486,0.008340977817448062,,,0.6829309778998006,0.0,0.004380941644466493,0.23273810064792852
276,Somalia,,0.0007214955724764769,0.0009583954271337866,,0.5700670713201206,0.4485636071111254,0.0005963511338429188,0.002620954066751459,
277,South & South-East Asia (WID),,,,,0.729495246224534,,,,
278,South Africa,0.9689655172413791,0.1561651038409932,0.09836512309626645,0.07282190549284373,0.994771174359985,0.5951024965781111,0.11807591310199538,0.10668192590459559,0.32025734162905267
279,South Africa region (WID),,,,,0.9943191527625777,,,,
280,South America,0.9490155172413791,,0.07675586779250886,,,,0.09701085241217916,0.047522026124596974,
281,South Asia (WID),,,,,0.7096589455422876,,,,
282,South Korea,0.996551724137931,0.2617626972093376,0.2940211946642959,0.27410119179294823,0.2787364968110203,0.9591054261952598,0.1660757163339757,0.17216730467483143,0.8935340234398584
283,South Sudan,,0.0033458905270500037,0.0032267857645082165,,0.7013536955600567,0.4245823694679464,0.000480808611617971,0.004094359482012319,0.02874045483856015
284,South and South East Asia (MPD),,,,0.052368809156136585,,,,,
285,South-East Asia (WID),,,,,0.6998370944762714,,,,
286,Spain,0.989655172413793,0.10948180025423011,0.14590950596536903,0.2256574649911668,0.341786107205078,0.9459281523400918,0.6029518613598769,0.07135898009485551,0.7832902772560469
287,Sri Lanka,0.9551724137931034,0.0217855557591141,0.019995720476023424,0.06804043247815846,0.5165784489557255,0.8221098046121459,0.02987319481739272,0.013547999327117394,0.5897809813783771
288,State of Palestine,,0.015283527054605013,,,,,,,
289,Sub Saharan Africa (MPD),,,,0.019116325828169002,,,,,
290,Sub-Saharan Africa (WID),,,,,0.8290588642593995,,,,
291,Sudan,0.21551724137931033,0.00976000353822518,0.01021563458049336,,0.5610219144075393,0.59895062074265,0.0002238821018497506,0.007185460319823953,0.1975089611486139
292,Suriname,,0.0997215854366351,0.08942122656235466,,0.7805431769612353,0.7450312572540042,0.004244948636987928,0.07147872312663618,
293,Sweden,0.9482758620689655,0.08086783611519402,0.2482015463593497,0.31317399043068683,0.29817196301054855,0.9377656466369436,0.9196771430332972,0.06808547678616562,0.8838087414892705
294,Switzerland,0.9827586206896551,0.08736533405099457,0.15767662756582987,0.4221906813391407,0.2562534510521473,0.9515972816994981,0.13003534215990945,0.05390307953334908,0.8228005433049306
295,Syria,0.8568965517241377,0.025776083118994327,0.024277160275755102,0.012777195463209262,0.7808797744274981,0.7147965677053733,0.0,0.015157641796306786,
296,Taiwan,0.9982758620689653,0.25626438636442384,0.23180750464871447,0.3536711498498093,0.6845061598798816,0.8836637824078892,0.19937309708927628,0.17278413728557804,
297,Tajikistan,1.0,0.02095513393374861,0.033832899135922315,0.03305510183135668,0.4314070050837693,0.7081929224932162,0.0,0.012407000344280172,0.43170211120283014
298,Tanzania,0.8637931034482758,0.00628887129583835,0.004000058585572361,0.016563623001886654,0.6933665931829699,0.6122439586651832,0.00020027967294531556,0.004752162711367056,0.21480728057569473
299,Thailand,0.9517241379310343,0.08644209015581807,0.08538901833944418,0.10650990504663053,0.7515751400181335,0.8006719709279523,0.03347006174580458,0.060999054511954004,0.6106078337988026
300,Timor-Leste,,0.010906522776338625,,,,,,,
301,Togo,0.6224137931034482,0.006793453381958263,0.004918297592313714,0.006664632583483232,0.6891750997344369,0.5270649398467955,0.0017789552667584042,0.007480645658455751,0.35507794084610494
302,Tokelau,,,,,,0.8134730371164882,,,
303,Tonga,0.9948275862068964,0.04341887299452449,0.029529040766830036,,,0.730297124012455,0.024549895778538906,0.028566573300465668,0.46514631819345564
304,Trinidad and Tobago,0.9913793103448276,0.5248620650896336,0.47056592957582194,0.16945422147430378,0.7805433119602193,0.7422016953358254,0.0010691280946690297,0.46942034442988306,0.6514041631228666
305,Tunisia,0.839655172413793,0.06179280686708659,0.04198458339839167,0.06944285816812291,0.5022602317361057,0.8025970335625265,0.013898917119998322,0.04519404767102209,0.4042269687761071
306,Turkey,0.9379310344827585,,0.0999269862426617,0.18014905591238653,0.6676749365769149,0.8155641914336713,0.15983047779210544,0.08912177306391666,0.6619339299299252
307,Turkmenistan,,0.22827587958653475,0.301016682296833,0.1119851502056033,0.6587461037887038,0.6738259519254628,0.0002802300874043544,0.2116850597157985,
308,Turks and Caicos Islands,,0.18887105638839793,0.08646896776453414,,,0.8326136027086952,0.0,0.11672840263840982,
309,Tuvalu,,0.023689394160632607,0.0,,,0.6144371693174633,,0.01668748796967333,0.3574391647099636
310,Türkiye,,0.11819709773511332,,,,,,,
311,USA,,0.33911310742466694,,,,,,,
312,USSR,,,0.2747953847088394,0.12625510166712955,,0.0,0.0,,
313,Uganda,0.9034482758620689,0.002712568878248338,0.0033804451410254796,0.01026846849050367,0.7248803734629888,0.6373978436096727,0.0007218360292738342,0.003146922613653609,0.20075537290857035
314,Ukraine,0.9982758620689653,0.08718222526381046,0.07397805205484596,0.04814215193827359,0.45010877430620133,0.7408589541426868,0.04749291831897146,0.06672027047180917,0.7229345857741132
315,United Arab Emirates,0.85,0.5658259422332155,0.6604887614886571,0.5156144904519657,0.6525946500937714,0.9306957440507159,0.3804971671964099,0.3851265476257174,0.7013899854089658
316,United Kingdom,1.0,0.10575431570978554,0.12564108882586666,0.2544856740329514,0.3440778724538151,0.8985259863444622,0.3717098485017427,0.0659789832611471,0.8797671785187816
317,United States,0.9948275862068964,,0.3395575515303971,0.3896428219345019,0.7254257018580292,0.8585599250786434,0.5118720640571729,0.22936775897129832,0.7872569825005263
318,United States Virgin Islands,,,0.43188508093934047,,,0.7818795975378408,0.052746278132907616,,
319,Upper-middle-income countries,,,0.13218913080258354,,,0.7900601131824769,0.1507264019393456,0.10512503238540527,
320,Uruguay,0.996551724137931,0.05394422431220819,0.08074549237140026,0.13182287939340312,0.6243870624263875,0.835231047538241,0.39854399536152185,0.05909888644501812,0.5981736261033453
321,Uzbekistan,,0.08329552997645784,0.07327708824503634,0.08051846398603607,0.6891301000731718,0.7201655313733182,0.002380208285507773,0.06434908988316836,0.6530593296692394
322,Vanuatu,,0.015872057477003182,0.013037136023355938,,,0.7019254628554963,0.008029446990039603,0.011574000987509341,0.3222234882878205
323,Vatican,,,,,,0.9322105802402928,,,
324,Venezuela,0.9672413793103447,0.08105235343151032,0.10748674683265412,0.0314372619669873,,0.7226829209723769,0.00015946959212613095,0.05796770519228177,
325,Viet Nam,,0.07948555257583825,,,,,,,
326,Vietnam,0.7672413793103449,,0.06058757229411139,0.050169814558691045,0.6176922378216797,0.7641878316830891,0.09415878916831406,0.05369792460547492,0.7989261140668076
327,Wallis and Futuna,,,,,,0.8450384612305994,,,
328,Wallis and Futuna Islands,,0.06258954137070731,,,,,,,
329,West Africa (WID),,,,,0.6702181824326318,,,,
330,West Asia (WID),,,,,0.7853426833329512,,,,
331,West Germany,,,0.23664919444176766,,,,,,
332,Western Europe (MPD),,,,0.27411548089975507,,,,,
333,Western Europe (WID),,,,,0.3848517955281092,,,,
334,Western Sahara,,,0.008542885123875644,,,0.7000864477191411,0.0,,
335,Western offshoots (MPD),,,,0.3767228713617541,,,,,
336,World,0.8154231034482758,,0.09430870920158488,0.10823077657284047,0.8200335746972666,0.7357941583754232,0.12829869647745892,0.07523509444035018,
337,Yemen,0.346551724137931,0.006838174181905152,0.004761077544286769,0.009173340710452104,0.8509646993632256,0.6582673635846986,0.00467152045272386,0.003486376374114859,0.1859431125027902
338,Yugoslavia,,,0.1437489017960335,0.126239459705651,,,,,
339,Zambia,0.8844827586206896,0.008843567533854233,0.01507118477660294,0.018482474376848388,0.9401675953884258,0.5993048162585747,0.0018348804109565681,0.0077853573461465824,0.26679054080426756
340,Zanzibar,,,,,,,,,
341,Zimbabwe,0.9689655172413791,0.015726039956966618,0.011616401950101668,0.007451714681711291,0.8567757981201797,0.5277873386109132,0.00048225863450865065,0.011730938904984094,0.4525505912836418
