,Country,FormalEducationPercent,CO2,EnergyUse,GDP,Inequality,LifeExpectancy,SolarAndWindElectricity,GreenhouseGasEmissions,SchoolingYears
135,Iraq,0.7741379310344826,0.09103342561703201,0.06759151934827098,0.08396816936222064,0.6928751968819554,0.7188808222138622,0.0024344732323344953,0.10222033590665637,0.17199910743946636
136,Ireland,0.9948275862068964,0.1598451444291687,0.1575785705702232,0.40155344196280723,0.49585902992115233,0.9207442508264562,0.6111551725721123,0.0984764266906589,0.885121391513487
137,Isle of Man,,,,,,0.8924726448999847,,,
138,Israel,0.9862068965517239,0.15221993111916934,0.14869124063259018,0.24265585510083792,0.6508917954120101,0.920668208851286,0.22744360300609065,0.11866314919835995,0.7900607531728079
139,Italy,0.9844827586206896,0.12499651389039784,0.12365946380050824,0.23979786547397564,0.5099731736769352,0.9468366538329157,0.24296820622337895,0.07870925754644063,0.7773679374893865
140,Jamaica,0.9137931034482759,0.06354771678836202,0.05393833024330072,0.04634217475911464,0.7805433119602193,0.7019654849476911,0.038972482648340134,0.038701190222796444,0.4573942444176029
141,Japan,0.9982758620689653,0.18826630440549413,0.17284712127954063,0.25355859839867645,0.5221264571930936,0.9667796623736302,0.25213387046630087,0.11527857950508262,0.8983536730762856
142,Jersey,,,,,,0.8666203744466945,,,
143,Jordan,0.9568965517241379,0.04387554161466455,0.040481563706674335,0.057581035136684805,0.6322339458589725,0.8287474686026686,0.11576769042881,0.031464689779841314,0.5147292569524066
144,Kazakhstan,1.0,0.3055108608394815,0.1861820395237932,0.17429253457706403,0.37629096996972355,0.7604617748997448,0.0770748203835927,0.20903706272031838,0.6525005365432226
145,Kenya,0.8913793103448274,0.009173257252727782,0.00860795213845274,0.018896423676176347,0.6630215216054962,0.5452189608663982,0.011855950855219404,0.008199115922533078,0.590446121500538
146,Kiribati,,0.012131872694883387,0.010785645750103837,,,0.601794190393097,0.0,0.005984452743910976,0.48793685658417446
147,Kosovo,,0.11820660530675557,0.07395556119027193,,0.32501972841399446,0.8331118777565216,0.02996388913302699,,0.5340277672761167
148,Kuwait,0.9551724137931034,0.540485775405147,0.4480881574885983,0.47745083707613606,0.7572979719395163,0.8805800802042729,0.012174053119494595,0.42022004448438827,0.48794524743759354
149,Kuwaiti Oil Fires,,,,,,,,,
150,Kyrgyzstan,0.9982758620689653,0.035385139285220295,0.04088475058548102,0.03169077549042211,0.5359857453673017,0.7059296731795953,0.0,0.024147777592475723,0.6076862140616448
151,Land-locked Developing Countries (LLDC),,,,,,0.6041314805772787,,,
152,Laos,0.5948275862068966,0.07625384681043743,0.08308256739346573,0.04423227270895627,0.6066560708964264,0.6516337018033955,0.0020906421065197116,0.05009002511024347,0.3814367509348448
153,Latin America (MPD),,,,0.09040330192922395,,,,,
154,Latin America (WID),,,,,0.8838175345635085,,,,
155,Latin America and the Caribbean,,,,,,0.7862640177377914,,,
156,Latvia,0.9913793103448276,0.08353857167821645,0.09690404124071636,0.1791954279811955,0.38748261072464785,0.7962355220081486,0.04300436956182386,0.05700896733327875,0.8270457494595254
157,Least developed countries,,,,,,0.5993588460830378,,,
158,Lebanon,,0.08539444966278405,0.08301457462686633,0.06558831944468722,0.7809900235975974,0.8287974962179122,0.014815041209782257,0.057219412468749266,0.3892542356556663
159,Lesotho,0.8758620689655172,0.03917535032701821,0.009401964737039827,0.011553549181587875,0.7076508356583345,0.41972969078931566,0.0,0.026619897638944276,0.38725660915468874
160,Less developed regions,,,,,,0.7069582409490037,,,
161,"Less developed regions, excluding China",,,,,,0.6767855856432752,,,
162,"Less developed regions, excluding least developed countries",,,,,,0.7311375879485477,,,
163,Liberia,0.3810344827586207,0.003340420738920017,0.004693086100160787,0.0014458826127193634,0.549934740366242,0.5155345750854472,0.0,0.006338046509290749,0.0
164,Libya,0.7448275862068964,0.20780471626260505,0.12462255065800545,0.0818363396243252,0.537386382324007,0.6591418462991571,0.00038512053352992643,0.18233348468657018,
165,Liechtenstein,,0.09325077912788947,,,,0.9451177049731453,,0.058036015568411016,
166,Lithuania,1.0,0.10761815188394998,0.10755176844231057,0.20371519199999558,0.7034488797885575,0.7929377016112895,0.3069125392388226,0.07318679172652638,0.826709266809491
167,Low-and-Lower-middle-income countries,,,,,,0.6456183813465033,,,
168,Low-and-middle-income countries,,,,,,0.7018674308218137,,,
169,Low-income countries,,,0.005403319126148358,,,0.5710692302150788,0.000811654963342118,0.004739724171491209,
170,Lower-middle-income countries,,,0.026745528695336775,,,0.6640745691621777,0.019076491599973242,0.023028897949666303,
171,Luxembourg,0.9086206896551722,0.2507254394540466,0.25277718976691227,0.3694328692545988,0.3091513853629468,0.9170942360182821,0.3085279522089834,0.15385262953412676,0.7154922759083061
172,MENA (WID),,,,,0.8438782427065281,,,,
173,Macao,0.9741379310344828,0.03525562503151584,0.09433452388267967,,0.2878564206607935,0.9340135754936725,0.0,0.020134478578911423,0.88314312997085
174,Madagascar,,0.00346521642003165,0.0022378174410086485,0.005187294416990208,0.6961990968612983,0.5449348040118146,0.0003543966764569688,0.0024675512977428427,0.23635229576955044
175,Malawi,0.8603448275862068,0.0019653676491094762,0.002049756827996374,0.003995685887794758,0.6380991342087672,0.6194119153772882,0.00218574153340006,0.000431076828484944,0.31104139390893426
176,Malaysia,0.9637931034482757,0.1976265439005195,0.17157177640712715,0.17521361995930979,0.6395413733523121,0.805586683849485,0.024764049171016333,0.14083094475969643,0.6300477441445136
177,Maldives,0.8137931034482757,0.09292064337479072,0.07789088501067193,,0.8128694936248868,0.8933171110452971,0.030052502954799765,0.05960408433827106,
178,Mali,0.01896551724137933,0.006814440466027827,0.005151329751428778,0.007104494770802761,0.5782170949708175,0.48105354155493835,0.00034836067315651326,0.0027846707528801423,0.035061586412836215
179,Malta,0.95,0.07994879433192853,0.3276404085455411,0.2281676700080809,0.3625033887557412,0.9384960498195004,0.25986946409573947,0.0492264285355323,0.7529632817385727
180,Marshall Islands,,0.08571113396267041,,,,0.6112454074649208,,,0.32554489919266405
181,Martinique,,,0.10742539729085149,,,0.9238119441931947,0.09959362681502101,,
182,Mauritania,0.6879310344827585,0.021301279967983193,0.017582427343530896,0.020757052493662165,0.4882248373875367,0.6420263985720117,0.016618408828849865,0.014220220838383618,0.1909092909525217
183,Mauritius,0.9844827586206896,0.07470918333762622,0.08695138843398252,0.1349267318476535,0.6082646962874987,0.7709515652640258,0.03634099373097089,0.05172012903642323,0.678737320996227
184,Mayotte,,,,,,0.7935260263665543,,,
185,Mexico,0.9448275862068966,0.08820031012055413,0.0805784595706211,0.10526058750628482,1.0,0.7738071415421314,0.08551520820024164,0.07193729563610023,0.6239166701141446
186,Micronesia (Federated States of),,0.030458386086661914,,,,,,,
187,Micronesia (country),,,0.028155846967960786,,,0.6163062010229647,,0.015108629708784625,0.4694964948671169
188,Middle Africa (WID),,,,,0.9044269294262888,,,,
189,Middle East (WID),,,,,0.8498916149408685,,,,
190,Middle East and North Africa (MPD),,,,0.1297556299568789,,,,,
191,Middle-income countries,,,,,,0.7201175048626841,,,
192,Moldova,0.9862068965517239,0.04073600060547972,0.07056000930315966,0.040911927161873717,0.3586024806198272,0.6963543876219672,0.015271381140965922,0.031554249328258475,0.5734364474310771
193,Monaco,,,,,,1.0,,,
194,Mongolia,0.9431034482758619,0.31918918114407685,0.09877851065336093,0.08646500063668304,0.5859592191919777,0.7070723039117592,0.06012557997373803,0.24935473160319485,0.6549348268273044
195,Montenegro,,0.08724842613302318,0.08349343784282369,0.1369372421554066,0.3564401793965496,0.8141874314621671,0.13819610950271477,0.059495335456259915,0.6318209011746403
196,Montserrat,,0.11901200226453923,0.1215989179698834,,,0.7961534767191489,0.0,,
197,More developed regions,,,,,,0.8700342589109189,,,
198,Morocco,0.5155172413793102,0.04260051756872472,0.031603372060350986,0.05252397014493389,0.656173833151471,0.7786858345806885,0.05761593243773276,0.032364774505026346,0.3875988711228648
199,Mozambique,0.21724137931034482,0.005556553524529582,0.00987987268636582,0.003307716211231283,0.9458816073762005,0.5445225764622071,0.0005570301146895198,0.007831444874985577,0.21356943170993636
200,Myanmar,0.8551724137931034,0.013004127835474784,0.013510601784475097,0.03083323793240004,0.7068335293106083,0.6101167844650246,0.0014421050242746148,0.009906487210339343,0.4319370550985673
201,Namibia,0.6706896551724136,0.03762866796245087,0.038564528282989556,0.04969173187117699,0.9725673739990923,0.6200382611201383,0.053145515197705946,0.02478205478424142,0.36764784466882316
202,Nauru,,0.10561987160411843,0.09526048009487953,,,0.5144719885376728,0.0,0.06720675460537673,0.40588295555197124
203,Nepal,0.6482758620689655,0.012671480205423644,0.007086846741112516,0.016268749143907173,0.2942773548272116,0.6794490558788452,0.0012882722324905978,0.008017307403712816,0.4732967972319913
204,Netherlands,0.9982758620689653,0.15811955538932826,0.2388297811844301,0.3302949182127671,0.3196239765305167,0.9156574429084855,0.7463463458211064,0.10303032367018389,0.879862966238713
205,Netherlands Antilles,,,0.7278142961668637,,,,,,
206,New Caledonia,,0.40603605909699947,0.30857768160359245,,,0.8477839767551688,0.21715405230618678,,
207,New Zealand,0.9724137931034481,0.13524295296442326,0.20163428619894075,0.253432937718468,0.37451604833044616,0.9142646741001031,0.18467032830088193,0.09993026938055109,0.8658354391861303
208,Nicaragua,0.8344827586206895,0.01861824325053968,0.018802356171538203,0.030263886015007523,0.7805433119602193,0.7713617917090233,0.026053005369143366,0.01341611959029452,0.42814288088506636
209,Niger,0.0,0.0022416975893587315,0.0018063092209106323,0.0027684922327666293,0.6368711834521666,0.49593975874682833,0.0005005294896231106,0.0,0.04487311502306315
210,Nigeria,,0.013482886887504628,0.011232006096073461,0.030113466075119635,0.5417681343403687,0.3614455179258951,5.861302945354898e-05,0.015205648258505178,0.2669837661310385
211,Niue,,0.0930109770431349,0.07106363803796786,,,0.6719269036508153,0.0,0.057057172564757834,
212,No income group available,,,,,,0.7227869784120836,,,
213,North Africa (WID),,,,,0.66338235138935,,,,
214,North America,0.967473620689655,,0.2409156435644961,,,,0.3202311893052646,0.1651836269779892,
215,North America (WID),,,,,0.6127148252891526,,,,
216,North America and Oceania (WID),,,,,0.6049122440230831,,,,
217,North Korea,,0.05452695628967886,0.01690100704587387,0.006545218591935801,0.43542713982220504,0.7452473765518567,0.0007044658994462948,0.03898006646832966,
218,North Macedonia,,0.0838406777015847,0.07086762543638317,0.09055781677847653,0.3069093897395687,0.820346831450961,0.060379069654567186,0.06374621087592591,0.4798722093765694
